Cruise,Station,Type,yyyy-mm-ddThh:mm,Latitude [degrees_north],Longitude [degrees_east],Bot. Depth [m],Secchi Depth [m]:METAVAR:FLOAT,PRES [db],TEMP [deg C],PSAL [psu],DOXY [ml/l],PHOS [umol/l],TPHS [umol/l],SLCA [umol/l],NTRA [umol/l],NTRI [umol/l],AMON [umol/l],NTOT [umol/l],H2SX [umol/l],PHPH [],ALKY [meq/l],CPHL [ug/l]
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,15,17.06,7.25,6.29,0.05,0.35,1.5,<0.1,<0.01,0.4,20.8,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,20,16.67,7.25,6.26,0.05,0.34,1.6,<0.1,<0.01,0.4,19.5,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,30,8.09,7.32,7.12,0.17,0.27,4.8,0.1,0.03,0.4,17.2,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,40,3.65,7.51,6.44,0.24,0.38,3.6,1.0,0.50,1.3,17.8,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,50,3.88,7.56,6.90,0.50,0.53,3.9,0.6,0.33,1.4,18.0,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,61,3.38,7.59,7.00,0.72,0.77,5.7,1.3,0.44,1.1,20.2,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,71,3.09,7.75,7.03,0.99,1.00,7.1,3.3,0.44,1.7,21.7,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,81,3.68,9.41,1.67,3.22,3.24,12.8,9.5,0.03,0.2,27.7,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,91,4.01,9.82,1.61,2.75,2.76,14.2,10.7,0.03,0.2,26.3,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,101,4.30,10.13,1.68,2.66,2.68,17.3,9.7,0.04,0.3,26.6,,,,
77AR,527,B,1988-08-27T14:55,56.125,19.28,130,5,131,4.92,10.75,0.31,5.88,6.10,27.4,10.6,0.15,1.0,31.2,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,0,6.76,7.36,7.94,0.17,0.45,4.1,0.6,0.23,0.4,18.9,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,5,6.77,7.36,8.06,0.18,0.44,3.6,0.8,0.22,0.2,20.8,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,10,6.75,7.36,8.07,0.21,0.41,3.6,0.7,0.22,0.2,18.7,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,15,6.73,7.36,7.99,0.23,0.47,3.7,0.8,0.22,0.2,18.8,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,20,6.69,7.38,7.99,0.18,0.52,3.9,0.8,0.23,0.2,18.6,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,30,6.53,7.38,7.86,0.23,0.41,4.6,1.0,0.25,0.4,19.5,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,40,6.38,7.39,8.16,0.28,0.39,5.3,0.8,0.27,0.3,17.4,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,50,6.39,7.45,7.76,0.28,0.46,4.3,0.7,0.17,0.5,19.4,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,61,4.40,7.60,6.95,0.66,0.71,9.0,2.2,0.14,0.4,19.0,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,71,3.36,8.03,5.44,1.29,1.36,14.3,5.4,0.03,0.3,24.5,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,81,3.58,8.83,3.03,2.24,2.31,23.0,5.6,0.02,0.3,27.3,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,91,3.96,9.54,1.33,3.27,3.38,30.0,6.7,0.08,1.3,25.2,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,101,4.16,9.84,0.60,4.71,4.84,34.2,3.6,0.10,3.6,26.5,,,,
77AR,765,B,1988-11-18T01:20,56.125,19.28,123,,124,4.41,10.47,0.31,4.40,4.46,39.8,3.5,0.09,2.2,23.9,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,0,3.50,7.45,9.00,0.48,0.69,11.1,3.3,0.19,0.2,22.4,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,5,3.48,7.45,9.09,0.48,0.63,10.4,3.4,0.18,0.2,21.9,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,10,3.47,7.45,8.32,0.46,0.63,10.2,3.3,0.18,0.1,22.6,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,15,3.51,7.45,9.17,0.47,0.64,10.1,3.3,0.18,0.2,23.0,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,20,3.50,7.45,9.08,0.46,0.64,9.8,3.3,0.18,0.2,22.7,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,30,3.61,7.47,9.17,0.47,0.63,10.0,2.9,0.17,0.2,23.7,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,40,3.63,7.49,9.13,0.49,0.62,10.1,3.4,0.17,0.2,24.0,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,50,3.76,7.54,8.84,0.52,0.72,9.7,3.5,0.17,0.1,24.0,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,61,3.82,7.65,8.87,0.57,0.71,8.4,3.8,0.07,0.1,24.1,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,71,3.93,7.73,8.32,0.74,0.92,12.2,3.7,0.22,0.1,28.0,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,81,4.22,8.71,5.65,1.81,1.97,28.7,6.6,0.13,0.3,28.4,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,91,4.60,9.38,3.71,2.63,2.86,38.5,8.3,0.08,0.9,33.5,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,101,5.31,10.35,1.47,3.72,3.82,51.7,9.5,0.08,1.4,32.8,,,,
77AR,38,B,1989-01-25T23:15,56.125,19.28,123,,124,5.59,10.65,1.47,4.25,4.75,54.9,9.9,0.09,1.5,36.9,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,0,17.74,7.30,6.97,0.09,0.51,5.5,0.2,<0.01,<0.1,21.6,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,5,17.73,7.31,6.90,0.04,0.53,5.1,0.2,<0.01,<0.1,22.2,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,10,17.67,7.31,6.91,0.06,0.47,5.1,<0.1,0.02,0.1,20.4,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,15,17.35,7.31,6.63,0.06,0.47,5.0,0.1,0.02,0.1,20.4,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,20,13.78,7.32,,0.11,0.40,5.8,<0.1,0.03,1.2,19.2,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,30,5.39,7.48,7.32,0.42,0.58,10.4,<0.1,0.09,0.7,16.4,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,40,4.56,7.48,7.43,0.55,0.80,12.3,,0.38,0.2,17.0,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,50,4.10,7.50,7.54,0.63,0.88,12.9,1.2,0.26,0.4,18.5,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,61,4.19,7.57,7.40,0.65,0.86,12.5,1.1,0.36,1.2,19.4,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,71,4.01,7.71,6.98,0.87,1.01,14.2,3.2,0.11,1.3,21.3,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,81,4.27,8.44,4.65,1.80,1.83,27.1,6.2,0.02,0.1,24.0,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,91,4.68,9.33,2.96,2.22,2.33,35.9,8.0,0.03,0.3,27.0,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,101,4.88,9.78,2.34,2.37,2.49,39.1,7.5,0.03,0.1,23.7,,,,
77AR,581,B,1989-08-21T17:00,56.125,19.28,123,,124,5.32,10.51,0.83,4.22,6.21,56.1,7.0,0.04,3.8,44.0,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,0,9.30,7.31,7.43,0.20,0.82,2.6,0.9,0.27,0.1,20.9,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,5,9.26,7.31,7.48,0.19,0.77,2.4,0.8,0.27,<0.1,20.6,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,10,9.28,7.31,7.59,0.19,0.77,2.4,0.9,0.28,0.1,20.7,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,15,9.30,7.31,7.47,0.19,0.95,2.4,0.8,0.27,0.1,20.9,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,20,9.28,7.31,7.56,0.19,1.01,2.6,0.9,0.28,0.1,21.9,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,30,9.28,7.32,7.50,0.21,0.79,2.5,0.8,0.28,0.1,19.9,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,40,9.29,7.32,7.51,0.20,0.82,2.5,1.0,0.28,<0.1,21.0,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,50,7.59,7.38,7.09,0.39,1.01,6.2,2.0,0.20,0.1,20.9,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,61,4.96,7.62,5.76,0.90,1.26,15.7,4.6,0.04,<0.1,22.7,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,71,4.26,7.77,5.69,1.09,1.47,17.8,4.5,<0.01,0.1,23.5,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,81,4.51,8.81,3.20,2.35,2.83,34.2,6.5,0.02,0.2,26.7,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,91,4.77,9.11,2.49,2.81,3.37,39.5,6.1,0.03,0.2,29.5,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,101,4.83,9.28,2.08,3.04,3.40,41.1,7.1,0.04,<0.1,26.9,,,,
77AR,908,B,1989-11-16T22:45,56.125,19.28,123,,124,4.99,9.46,1.96,3.01,3.49,42.2,8.2,0.04,0.7,27.1,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,0,4.63,7.41,8.47,0.64,0.72,10.6,2.5,0.13,0.8,20.8,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,5,4.66,7.42,8.46,0.64,0.68,10.3,2.4,0.14,0.2,20.6,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,10,4.63,7.41,8.42,0.64,0.72,10.2,2.5,0.13,0.2,20.2,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,15,4.60,7.41,8.48,0.64,0.66,10.2,3.0,0.13,0.2,21.4,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,20,4.64,7.41,8.41,0.66,0.66,10.2,2.5,0.13,0.2,20.0,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,30,4.60,7.41,8.43,0.66,0.66,10.3,3.0,0.13,0.5,20.1,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,40,4.65,7.42,8.43,0.64,0.64,10.2,3.1,0.13,0.4,19.7,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,50,4.75,7.48,8.47,0.64,0.71,10.5,3.2,0.11,0.3,20.8,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,61,4.84,7.52,8.42,0.69,0.72,10.5,2.9,0.09,0.5,22.4,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,71,4.89,7.55,8.28,0.70,0.87,11.0,3.6,0.07,0.3,24.3,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,81,5.27,7.82,7.41,1.00,1.00,15.2,4.4,0.04,0.2,21.4,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,91,5.44,9.31,2.31,2.94,,46.0,7.3,0.03,0.3,24.8,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,101,5.88,9.67,1.67,3.43,,51.8,7.6,0.04,0.3,26.9,,,,
77AR,25,B,1990-01-24T20:50,56.125,19.28,124,,125,5.21,10.30,0.17,6.17,,74.4,2.1,0.04,0.2,24.6,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,0,9.52,7.45,8.56,0.21,0.83,10.4,0.1,0.03,0.3,22.4,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,5,9.52,7.45,8.53,0.22,0.78,9.5,0.1,0.03,0.5,22.8,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,10,9.51,7.45,8.59,0.24,0.78,8.4,<0.1,0.02,0.7,24.0,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,15,9.43,7.47,8.57,0.22,0.78,9.6,<0.1,0.04,0.5,21.3,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,20,8.56,7.49,8.42,0.31,0.69,10.3,0.1,<0.01,0.8,18.9,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,30,5.91,7.57,8.22,0.46,0.75,10.2,<0.1,0.05,0.8,19.1,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,40,5.65,7.61,8.38,0.52,0.76,7.3,0.5,0.10,0.9,18.8,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,50,4.90,7.66,7.96,0.71,1.04,8.6,2.4,0.14,1.0,20.3,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,61,4.91,7.77,8.05,0.72,1.02,6.8,4.3,0.24,0.9,22.5,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,71,4.77,,7.77,0.85,1.25,8.4,4.5,,0.8,25.2,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,81,4.62,8.25,5.38,1.60,1.88,14.9,6.5,0.18,0.5,25.1,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,91,4.60,8.99,2.24,2.54,2.94,22.8,8.4,0.17,0.3,28.1,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,101,4.51,9.35,1.27,2.85,3.16,29.3,8.6,0.04,0.4,31.0,,,,
77AR,302,B,1990-05-16T20:30,56.125,19.28,127,,128,5.05,10.12,,,,,,,,,11.9,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,0,17.39,7.38,6.20,0.03,0.50,0.4,<0.1,0.05,<0.1,23.6,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,5,17.41,7.38,6.17,0.02,0.47,0.4,<0.1,0.04,,20.8,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,10,17.41,7.38,6.16,0.02,0.35,0.3,<0.1,0.04,,25.7,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,15,17.41,7.40,6.14,0.02,0.35,0.3,<0.1,0.03,0.9,25.9,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,20,17.41,7.41,6.04,0.02,0.36,0.4,<0.1,0.04,0.4,25.7,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,30,9.16,7.53,6.29,0.51,0.61,1.0,0.6,0.07,<0.1,21.3,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,40,5.30,7.54,6.98,0.67,0.73,0.9,2.0,0.05,<0.1,23.0,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,50,4.90,7.60,7.14,0.78,1.10,1.0,4.3,0.05,<0.1,25.5,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,61,4.37,7.70,6.87,0.94,1.15,1.2,6.4,0.05,0.1,26.2,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,71,4.26,8.13,3.74,1.98,2.06,2.6,9.4,0.04,1.3,32.0,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,81,4.48,8.74,4.41,1.76,2.03,2.1,9.1,0.05,<0.1,31.0,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,91,4.63,9.07,6.06,1.27,1.54,2.6,7.3,0.05,0.1,26.9,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,101,4.63,9.47,2.68,2.61,2.84,3.0,9.4,0.10,0.7,31.7,,,,
77AR,625,B,1990-08-23T05:30,56.125,19.28,126,,127,5.40,9.91,,8.50,11.08,5.6,0.9,,,48.3,18.7,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,0,8.63,7.34,7.43,0.42,0.75,8.6,1.1,0.31,0.4,20.8,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,5,8.53,,7.48,0.40,0.72,8.7,1.3,0.33,0.3,18.5,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,10,8.61,7.37,7.47,0.40,0.80,8.7,1.3,0.34,0.4,21.7,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,15,8.60,7.36,7.51,0.42,0.74,8.6,1.3,0.36,0.4,20.0,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,20,8.53,7.37,7.48,0.42,0.95,8.7,1.2,0.34,0.3,22.8,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,30,8.58,,7.52,0.39,0.72,8.7,1.3,0.33,0.3,19.1,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,40,8.72,7.47,7.38,0.44,0.69,8.8,1.7,0.38,0.2,18.6,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,50,7.86,7.52,7.08,0.67,0.91,12.2,3.5,0.24,0.2,19.5,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,61,5.51,8.00,5.87,1.27,1.41,19.5,7.4,0.03,0.2,23.0,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,71,5.31,8.40,4.77,1.62,1.76,25.5,8.5,0.02,0.2,25.1,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,81,5.54,8.85,3.68,2.04,2.07,32.2,10.1,0.03,0.3,26.4,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,91,5.58,9.24,2.88,2.37,2.42,36.7,10.5,0.04,0.2,27.0,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,101,5.60,9.40,2.51,2.59,2.62,39.6,11.1,0.08,0.2,27.1,,,,
77AR,830,B,1990-11-16T00:25,56.125,19.28,120,,121,5.22,,0.14,,,,,,,,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,0,4.45,7.01,8.46,0.66,0.67,10.7,4.8,0.11,0.3,21.0,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,5,4.41,7.01,8.43,0.65,0.67,10.9,4.9,0.13,0.2,21.1,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,10,4.41,7.01,8.41,0.64,0.65,10.9,4.9,0.13,0.4,21.9,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,15,4.40,7.02,8.41,0.63,0.65,10.8,4.9,0.10,0.3,23.0,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,20,4.41,7.02,8.43,0.63,0.67,10.9,4.9,0.12,0.3,23.5,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,30,4.40,7.01,8.40,0.65,0.67,10.9,4.8,0.12,0.3,21.5,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,40,4.56,7.10,8.36,0.66,0.66,10.7,4.6,0.13,0.2,21.1,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,50,4.81,7.30,8.25,0.68,0.71,10.6,4.7,0.18,0.2,21.3,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,61,5.15,7.38,8.10,0.70,0.72,10.6,4.9,0.17,0.2,20.3,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,71,5.38,7.52,7.91,0.73,0.76,11.3,5.1,0.14,0.2,20.9,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,81,6.34,8.87,4.00,1.87,,29.1,9.7,0.04,0.3,26.2,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,91,6.51,9.30,3.05,2.13,,34.6,10.7,0.05,0.3,26.8,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,101,6.82,9.59,2.61,2.34,,37.0,10.9,0.05,0.4,27.7,,,,
77AR,48,B,1991-01-23T12:35,56.125,19.28,123,,124,7.0,9.70,2.45,,,,,,,,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,0,5.69,7.38,8.88,0.12,0.70,12.4,<0.1,0.02,,20.6,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,5,5.69,7.38,8.85,0.22,0.67,12.4,<0.1,0.03,,21.4,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,10,5.69,7.38,8.87,0.26,0.62,12.4,<0.1,0.02,,22.2,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,15,5.68,7.38,8.92,0.29,0.46,12.4,<0.1,0.03,0.2,19.4,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,20,5.68,7.38,8.90,0.21,0.58,12.4,<0.1,0.03,0.3,19.6,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,30,5.66,7.39,8.91,0.21,0.61,12.4,<0.1,<0.01,0.3,19.9,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,40,5.59,7.40,8.90,0.23,0.59,12.4,0.1,<0.01,,20.2,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,50,5.27,7.40,8.86,0.27,0.54,12.4,<0.1,<0.01,0.2,18.1,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,61,3.32,7.52,8.12,0.66,0.82,13.0,2.0,0.10,0.2,20.7,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,71,3.45,7.70,7.56,0.93,0.97,15.2,5.1,0.14,0.3,21.6,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,81,5.17,8.70,3.91,1.90,,30.6,9.5,0.15,0.3,24.6,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,91,4.90,9.26,4.40,1.71,,28.3,8.3,0.20,0.4,23.5,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,101,5.11,9.50,3.85,1.80,,31.1,8.9,0.18,0.2,24.4,,,,
77AR,296,B,1991-05-23T23:30,56.125,19.28,125,,126,5.30,10.086,3.51,,,,,,,,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,0,9.35,7.21,7.50,0.16,0.74,8.1,1.1,0.13,,18.9,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,5,9.32,7.22,7.46,0.22,0.72,8.2,1.3,0.10,,18.8,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,15,9.36,7.21,7.48,0.12,0.71,8.2,1.4,0.08,,19.1,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,20,9.36,7.22,7.48,0.08,0.74,8.5,0.6,0.11,,20.0,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,30,9.34,7.22,7.46,0.10,0.69,8.3,1.0,0.11,,19.4,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,40,9.34,7.22,7.61,0.08,0.70,8.2,0.7,0.07,,19.6,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,50,6.45,7.42,6.56,0.37,1.08,13.8,3.9,0.10,,21.1,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,61,4.24,7.56,6.13,0.58,1.22,14.7,4.0,0.05,,20.6,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,71,4.37,8.18,4.44,1.08,1.77,24.2,7.4,0.18,,22.7,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,81,4.91,8.83,2.95,1.58,2.26,31.8,10.0,0.17,,25.9,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,91,5.01,9.58,2.13,1.42,2.33,34.8,9.2,0.09,,26.5,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,101,5.07,9.76,2.14,1.50,2.29,36.1,9.2,0.05,,25.8,,,,
77AR,703,B,1991-11-07T20:25,56.125,19.28,121,,122,5.37,,,,,,,,,,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,0,4.56,7.35,8.34,0.57,0.97,13.5,4.3,0.07,0.2,24.7,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,5,4.56,7.35,8.34,0.58,0.95,13.4,4.4,0.10,0.2,24.2,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,10,4.55,7.35,8.36,0.47,0.95,13.8,4.5,0.11,0.2,23.4,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,15,4.56,7.35,8.37,0.58,0.92,13.9,4.9,0.06,0.2,25.7,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,20,4.56,7.35,8.36,0.52,0.93,14.1,4.4,0.14,0.1,23.6,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,30,4.57,7.35,8.37,0.58,0.88,13.6,4.8,0.09,0.1,25.3,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,40,4.58,7.35,8.37,0.59,0.92,13.5,4.9,0.04,0.2,,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,50,4.58,7.35,8.39,0.62,0.89,13.6,4.9,0.05,0.1,24.3,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,61,4.57,7.36,8.35,0.52,0.92,13.5,4.4,,0.1,23.1,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,71,4.58,7.36,8.34,0.61,0.91,14.0,4.6,0.05,0.1,25.2,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,81,4.59,7.37,8.30,0.61,0.91,15.1,4.6,0.06,0.2,28.8,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,91,5.12,9.16,2.26,1.94,2.34,38.5,9.9,0.08,0.1,28.4,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,101,5.34,9.60,2.02,1.93,2.44,40.1,10.4,0.05,0.2,22.8,,,,
77AR,15,B,1992-01-23T05:35,56.125,19.28,123,,124,5.79,10.141,1.66,,,,,,,,,,,
77AR,178,B,1992-03-25T18:30,56.125,19.28,125,,0,3.79,7.38,8.73,,1.08,14.3,,,0.2,23.2,,,,
77AR,178,B,1992-03-25T18:30,56.125,19.28,125,,5,3.79,7.38,8.67,,1.10,15.0,,,0.1,22.2,,,,
77AR,178,B,1992-03-25T18:30,56.125,19.28,125,,10,3.81,7.38,8.68,,1.12,15.0,,,0.1,23.2,,,,
77AR,178,B,1992-03-25T18:30,56.125,19.28,125,,15,3.80,7.38,8.70,,1.09,14.4,,,0.2,24.5,,,,
77AR,178,B,1992-03-25T18:30,56.125,19.28,125,,20,3.79,7.38,8.69,,1.08,15.1,,,0.1,22.5,,,,
77AR,178,B,1992-03-25T18:30,56.125,19.28,125,,30,3.80,7.38,8.71,,1.10,15.0,,,0.2,22.8,,,,
